省份,年份,招生代码,大学名称,专业代码,专业名称,科类,批次,最低分,平均分,最高分,最低位次,录取人数
福建,2018,6070,常熟理工学院,10,软件工程(招考方向:嵌入式培养),理科,本二批,471,475,478,42067,4
福建,2018,6070,常熟理工学院,11,数据科学与大数据技术,理科,本二批,469,469,469,42861,2
福建,2018,6070,常熟理工学院,12,生物制药,理科,本二批,451,460,466,50261,3
福建,2018,6070,常熟理工学院,13,工程管理,理科,本二批,465,468,470,44431,2
福建,2018,6070,常熟理工学院,14,电子商务,理科,本二批,464,464,464,44862,2
福建,2018,6082,承德医学院,01,临床医学,理科,本二批,464,472,477,44862,4
福建,2018,6082,承德医学院,02,护理学,理科,本二批,451,454,456,50261,2
福建,2018,6111,德州学院,01,公共事业管理,文科,本二批,484,485,486,20271,5
福建,2018,6111,德州学院,01,化学工程与工艺,理科,本二批,402,406,419,72019,5
福建,2018,6120,防灾科技学院,01,金融学,理科,本二批,436,441,447,56766,4
福建,2018,6120,防灾科技学院,02,投资学,理科,本二批,434,435,435,57673,2
福建,2018,6120,防灾科技学院,03,网络与新媒体,理科,本二批,453,454,454,49371,2
福建,2018,6120,防灾科技学院,04,地理科学,理科,本二批,434,434,434,57673,2
福建,2018,6120,防灾科技学院,05,地球物理学,理科,本二批,457,459,461,47704,2
福建,2018,6120,防灾科技学院,06,地质学,理科,本二批,434,438,442,57673,2
福建,2018,6120,防灾科技学院,07,测控技术与仪器,理科,本二批,436,440,448,56766,3
福建,2018,6120,防灾科技学院,08,电气工程及其自动化,理科,本二批,441,447,455,54574,4
福建,2018,6120,防灾科技学院,09,通信工程,理科,本二批,435,437,441,57234,5
福建,2018,6120,防灾科技学院,10,计算机类(含:计算机科学与技术、网络工程),理科,本二批,440,443,447,55040,5
福建,2018,6120,防灾科技学院,11,物联网工程,理科,本二批,436,438,439,56766,4
福建,2018,6120,防灾科技学院,12,数据科学与大数据技术,理科,本二批,446,453,460,52386,2
福建,2018,6120,防灾科技学院,13,土木工程,理科,本二批,436,442,454,56766,5
福建,2018,6120,防灾科技学院,14,城市地下空间工程,理科,本二批,434,441,450,57673,3
福建,2018,6120,防灾科技学院,15,测绘工程,理科,本二批,447,447,447,51941,1
福建,2018,6120,防灾科技学院,16,地质工程,理科,本二批,433,433,433,58099,2
福建,2018,6120,防灾科技学院,17,勘查技术与工程,理科,本二批,444,444,444,53274,1
福建,2018,6120,防灾科技学院,18,资源勘查工程,理科,本二批,433,434,435,58099,2
福建,2018,6120,防灾科技学院,19,地下水科学与工程,理科,本二批,432,435,439,58562,3
福建,2018,6120,防灾科技学院,20,信息管理与信息系统,理科,本二批,437,438,439,56297,2
福建,2018,6120,防灾科技学院,21,工程管理,理科,本二批,436,437,437,56766,2
福建,2018,6120,防灾科技学院,22,工商管理,理科,本二批,433,434,435,58099,2
福建,2018,6120,防灾科技学院,23,会计学,理科,本二批,448,450,451,51515,2
福建,2018,6120,防灾科技学院,24,公共事业管理,理科,本二批,437,444,454,56297,3
福建,2018,6120,防灾科技学院,01,汉语言文学,文科,本二批,502,503,505,16263,3
福建,2018,6120,防灾科技学院,02,英语,文科,本二批,499,502,505,16901,4
福建,2018,6120,防灾科技学院,03,广告学,文科,本二批,500,502,505,16716,3
福建,2018,6120,防灾科技学院,04,网络与新媒体,文科,本二批,503,506,508,16061,2
福建,2018,6120,防灾科技学院,05,工商管理,文科,本二批,502,502,502,16263,2
福建,2018,6120,防灾科技学院,06,会计学,文科,本二批,508,509,509,15014,2
福建,2018,6213,河北金融学院,01,财政学,理科,本二批,444,450,456,53274,2
福建,2018,6213,河北金融学院,02,金融学,理科,本二批,453,454,455,49371,2
福建,2018,6213,河北金融学院,03,精算学,理科,本二批,437,446,453,56297,4
福建,2018,6213,河北金融学院,04,法学,理科,本二批,449,455,460,51107,2
福建,2018,6213,河北金融学院,05,商务英语,理科,本二批,432,442,452,58562,2
福建,2018,6213,河北金融学院,06,计算机科学与技术,理科,本二批,448,449,449,51515,2
福建,2018,6213,河北金融学院,07,市场营销,理科,本二批,448,450,451,51515,2
福建,2018,6213,河北金融学院,08,人力资源管理,理科,本二批,447,448,448,51941,2
福建,2018,6213,河北金融学院,01,财政学,文科,本二批,510,514,518,14614,2
福建,2018,6213,河北金融学院,02,金融学,文科,本二批,524,530,536,11907,2
福建,2018,6213,河北金融学院,03,法学,文科,本二批,513,515,516,14018,2
福建,2018,6213,河北金融学院,04,商务英语,文科,本二批,506,508,509,15452,2
福建,2018,6213,河北金融学院,05,市场营销,文科,本二批,511,515,518,14408,2
福建,2018,6213,河北金融学院,06,人力资源管理,文科,本二批,507,513,518,15233,2
福建,2018,6282,湖南人文科技学院,03,应用心理学,文科,本二批,491,495,500,18654,4
福建,2018,6649,宜宾学院,01,应用化学,理科,本二批,431,434,436,59017,2
福建,2018,6649,宜宾学院,02,电子信息科学与技术,理科,本二批,431,436,440,59017,3
福建,2018,6649,宜宾学院,03,食品质量与安全,理科,本二批,428,429,429,60360,3
福建,2018,6649,宜宾学院,04,财务管理,理科,本二批,441,446,450,54574,2
福建,2018,6649,宜宾学院,01,知识产权,文科,本二批,494,495,496,18013,3
福建,2018,6649,宜宾学院,02,社会工作,文科,本二批,490,491,491,18900,2
福建,2018,6649,宜宾学院,03,汉语国际教育,文科,本二批,492,494,495,18430,2
福建,2018,6649,宜宾学院,04,日语,文科,本二批,492,494,496,18430,3
福建,2018,2045,武夷学院,03,保险学,理科,本二批,434,442,456,57673,5
福建,2018,2045,武夷学院,04,国际经济与贸易,理科,本二批,442,450,468,54106,15
福建,2018,2045,武夷学院,05,商务英语,理科,本二批,452,455,464,49849,6
福建,2018,2045,武夷学院,06,数学与应用数学,理科,本二批,440,445,456,55040,23
福建,2018,2045,武夷学院,07,机械设计制造及其自动化,理科,本二批,436,443,480,56766,38
福建,2018,2045,武夷学院,08,机械电子工程,理科,本二批,434,436,444,57673,20
福建,2018,2045,武夷学院,09,高分子材料与工程,理科,本二批,432,435,439,58562,15
福建,2018,2045,武夷学院,10,电气工程及其自动化,理科,本二批,440,447,456,55040,15
福建,2018,2045,武夷学院,11,电子信息工程,理科,本二批,436,440,454,56766,37
福建,2018,2045,武夷学院,12,通信工程,理科,本二批,436,440,454,56766,15
福建,2018,2045,武夷学院,13,微电子科学与工程,理科,本二批,434,436,439,57673,14
福建,2018,2045,武夷学院,14,计算机科学与技术,理科,本二批,444,450,470,53274,27
福建,2018,2045,武夷学院,15,物联网工程,理科,本二批,440,443,451,55040,17
福建,2018,2045,武夷学院,16,土木工程,理科,本二批,441,448,459,54574,10
福建,2018,2045,武夷学院,17,化学工程与工艺,理科,本二批,434,436,445,57673,15
福建,2018,2045,武夷学院,18,环境工程,理科,本二批,434,438,450,57673,17
福建,2018,2045,武夷学院,19,环境生态工程,理科,本二批,434,441,474,57673,16
福建,2018,2045,武夷学院,20,食品科学与工程,理科,本二批,434,437,442,57673,15
福建,2018,2045,武夷学院,21,食品质量与安全,理科,本二批,433,438,451,58099,15
福建,2018,2045,武夷学院,22,建筑学,理科,本二批,452,457,470,49849,5
福建,2018,2045,武夷学院,23,城乡规划,理科,本二批,436,440,446,56766,5
福建,2018,2045,武夷学院,24,生物工程,理科,本二批,436,440,456,56766,10
福建,2018,2045,武夷学院,25,园艺,理科,本二批,434,437,449,57673,10
福建,2018,2045,武夷学院,26,茶学,理科,本二批,434,438,451,57673,13
福建,2018,2045,武夷学院,27,康复治疗学,理科,本二批,435,440,456,57234,12
福建,2018,2045,武夷学院,28,工程造价,理科,本二批,440,445,467,55040,20
福建,2018,2045,武夷学院,29,文化产业管理,理科,本二批,436,440,446,56766,5
福建,2018,2045,武夷学院,30,物流管理,理科,本二批,436,441,450,56766,12
福建,2018,2045,武夷学院,31,旅游管理,理科,本二批,435,439,447,57234,11
福建,2018,2045,武夷学院,32,酒店管理,理科,本二批,437,443,452,56297,12
福建,2018,2045,武夷学院,03,保险学,文科,本二批,498,503,520,17122,11
福建,2018,2045,武夷学院,04,国际经济与贸易,文科,本二批,499,502,510,16901,23
福建,2018,2045,武夷学院,05,汉语言文学,文科,本二批,505,513,526,15632,33
福建,2018,2045,武夷学院,06,商务英语,文科,本二批,501,507,519,16490,18
福建,2018,2045,武夷学院,07,茶学,文科,本二批,499,504,523,16901,9
福建,2018,2045,武夷学院,08,康复治疗学,文科,本二批,500,501,504,16716,5
福建,2018,2045,武夷学院,09,工程造价,文科,本二批,504,510,520,15839,11
福建,2018,2045,武夷学院,10,文化产业管理,文科,本二批,501,505,517,16490,11
福建,2018,2045,武夷学院,11,物流管理,文科,本二批,499,501,506,16901,18
福建,2018,2045,武夷学院,12,旅游管理,文科,本二批,499,501,506,16901,20
福建,2018,2045,武夷学院,13,酒店管理,文科,本二批,498,499,502,17122,18
福建,2018,2047,武夷学院(面向南平),01,保险学,理科,本二批,414,422,429,66565,3
福建,2018,2047,武夷学院(面向南平),02,国际经济与贸易,理科,本二批,431,438,452,59017,6
福建,2018,2047,武夷学院(面向南平),03,商务英语,理科,本二批,427,436,450,60784,5
福建,2018,2047,武夷学院(面向南平),04,数学与应用数学,理科,本二批,422,432,454,62986,17
福建,2018,2047,武夷学院(面向南平),05,机械设计制造及其自动化,理科,本二批,410,420,445,68416,20
福建,2018,2047,武夷学院(面向南平),06,机械电子工程,理科,本二批,409,420,434,68833,10
福建,2018,2047,武夷学院(面向南平),07,高分子材料与工程,理科,本二批,406,412,421,70185,10
福建,2018,2047,武夷学院(面向南平),08,电气工程及其自动化,理科,本二批,419,426,434,64323,15
福建,2018,2047,武夷学院(面向南平),09,电子信息工程,理科,本二批,417,424,438,65233,20
福建,2018,2047,武夷学院(面向南平),10,通信工程,理科,本二批,413,417,428,67027,10
福建,2018,2047,武夷学院(面向南平),11,微电子科学与工程,理科,本二批,411,416,420,67949,6
福建,2018,2047,武夷学院(面向南平),12,计算机科学与技术,理科,本二批,426,433,453,61230,15
福建,2018,2047,武夷学院(面向南平),13,物联网工程,理科,本二批,418,427,443,64778,13
福建,2018,2047,武夷学院(面向南平),14,土木工程,理科,本二批,428,438,449,60360,8
福建,2018,2047,武夷学院(面向南平),15,化学工程与工艺,理科,本二批,417,424,440,65233,10
福建,2018,2047,武夷学院(面向南平),16,环境工程,理科,本二批,408,413,419,69285,12
福建,2018,2047,武夷学院(面向南平),17,环境生态工程,理科,本二批,406,411,419,70185,10
福建,2018,2047,武夷学院(面向南平),18,食品科学与工程,理科,本二批,406,415,431,70185,15
福建,2018,2047,武夷学院(面向南平),19,食品质量与安全,理科,本二批,406,416,424,70185,14
福建,2018,2047,武夷学院(面向南平),20,建筑学,理科,本二批,420,431,453,63893,5
福建,2018,2047,武夷学院(面向南平),21,城乡规划,理科,本二批,417,429,449,65233,5
福建,2018,2047,武夷学院(面向南平),22,生物工程,理科,本二批,406,412,425,70185,8
福建,2018,2047,武夷学院(面向南平),23,园艺,理科,本二批,406,412,420,70185,7
福建,2018,2047,武夷学院(面向南平),24,茶学,理科,本二批,406,415,442,70185,12
福建,2018,2047,武夷学院(面向南平),25,康复治疗学,理科,本二批,406,410,415,70185,12
福建,2018,2047,武夷学院(面向南平),26,工程造价,理科,本二批,435,440,450,57234,6
福建,2018,2047,武夷学院(面向南平),27,文化产业管理,理科,本二批,423,430,436,62562,2
福建,2018,2047,武夷学院(面向南平),28,物流管理,理科,本二批,417,421,425,65233,8
福建,2018,2047,武夷学院(面向南平),29,旅游管理,理科,本二批,419,422,429,64323,8
福建,2018,2047,武夷学院(面向南平),30,酒店管理,理科,本二批,412,421,444,67484,8
福建,2018,2047,武夷学院(面向南平),01,保险学,文科,本二批,483,488,492,20509,6
福建,2018,2047,武夷学院(面向南平),02,国际经济与贸易,文科,本二批,488,491,496,19346,10
福建,2018,2047,武夷学院(面向南平),03,汉语言文学,文科,本二批,499,507,513,16901,10
福建,2018,2047,武夷学院(面向南平),04,商务英语,文科,本二批,491,498,514,18654,6
福建,2018,2047,武夷学院(面向南平),05,茶学,文科,本二批,487,496,523,19578,7
福建,2018,2047,武夷学院(面向南平),06,康复治疗学,文科,本二批,487,496,512,19578,3
福建,2018,2047,武夷学院(面向南平),07,工程造价,文科,本二批,499,504,509,16901,3
福建,2018,2047,武夷学院(面向南平),08,文化产业管理,文科,本二批,487,490,494,19578,4
福建,2018,2047,武夷学院(面向南平),09,物流管理,文科,本二批,485,489,498,20050,12
福建,2018,2047,武夷学院(面向南平),10,旅游管理,文科,本二批,484,487,491,20271,12
福建,2018,2047,武夷学院(面向南平),11,酒店管理,文科,本二批,484,488,499,20271,12
福建,2018,2048,武夷学院(闽台合作办学),01,保险学,理科,本二批,388,394,414,78448,53
福建,2018,2048,武夷学院(闽台合作办学),02,国际经济与贸易,理科,本二批,396,405,425,74776,62
福建,2018,2048,武夷学院(闽台合作办学),03,机械设计制造及其自动化,理科,本二批,394,403,423,75656,40
福建,2018,2048,武夷学院(闽台合作办学),04,通信工程,理科,本二批,394,401,419,75656,40
福建,2018,2048,武夷学院(闽台合作办学),05,土木工程,理科,本二批,392,399,416,76563,40
福建,2018,2048,武夷学院(闽台合作办学),06,食品科学与工程,理科,本二批,390,398,421,77483,50
福建,2018,2048,武夷学院(闽台合作办学),07,食品质量与安全,理科,本二批,388,396,425,78448,61
福建,2018,2048,武夷学院(闽台合作办学),08,生物工程,理科,本二批,388,396,415,78448,50
福建,2018,2048,武夷学院(闽台合作办学),09,园艺,理科,本二批,388,399,441,78448,31
福建,2018,2048,武夷学院(闽台合作办学),10,旅游管理,理科,本二批,388,395,423,78448,50
福建,2018,2048,武夷学院(闽台合作办学),01,保险学,文科,本二批,462,472,502,25597,50
福建,2018,2048,武夷学院(闽台合作办学),02,国际经济与贸易,文科,本二批,469,474,489,23802,50
福建,2018,2048,武夷学院(闽台合作办学),03,食品质量与安全,文科,本二批,465,474,491,24805,30
福建,2018,2048,武夷学院(闽台合作办学),04,园艺,文科,本二批,462,469,486,25597,15
福建,2018,2048,武夷学院(闽台合作办学),05,旅游管理,文科,本二批,463,469,497,25338,49
福建,2018,6609,西安医学院,01,临床医学,理科,本二批,487,492,501,35713,3
